word	freq_piyut	freq_memar	memar_he_candidate	conf	source	context
אתלטר	1	0		0	פיוט #963 — צלות יום הכפור	ובמקומו שרא: ולית תימר הדעת הלכו אנשיו * כל ‏ אתלטר קרא:
נמחעתה	1	0		0	פיוט #963 — צלות יום הכפור	נמחעתה‎
יודיעני	1	0		0	פיוט #964 — צלות יום הכפור	טוב יסעדני * והו יהיה לי סמך : ולא ידעיו יודיעני * מה הי דרך המלך:
רתדרך	1	0		0	פיוט #964 — צלות יום הכפור	דרך תאבה: והנה אנכי עמך * ושמרתיך בררכי רתדרך בה: והשבתיך
משתמעים	1	0		0	פיוט #965 — צלות יום הכפור	יטיב לי ממללי * ויהונו משתמעים: פני כל נבון ‏ * והדרושים
זיקד	1	0		0	פיוט #966 — צלות ‏ הכפור	הגשם ירדי: שם ישמח לב המלך * זיקד ויסנד ויודי: ויימר אה חילה
גבירנן	1	0		0	פיוט #966 — צלות ‏ הכפור	אל ארכון זה הדר : גבירנן ומצנפת ראשינן * הכהן הגדול אלעזר : אלה
בכפירותו	1	0		0	פיוט #966 — צלות ‏ הכפור	יריך בחייו * ועלמה בכפירותו יעמר: ולא ישמים אלה מן ראותו '
תתשרשר	1	0		0	פיוט #966 — צלות ‏ הכפור	קדושה * בקנאת אביהם תתשרשר : לא תכרת עד לעלם * וקיאמון מקים
תרזח	1	0		0	פיוט #967 — צלות יום הכפור	תרזח לו מן עונו * ותפדי יתו מכל מום: ותטללו ברצונך * ותצילו
הסובבים	1	0		0	פיוט #967 — צלות יום הכפור	‏ שלם לך הרגריזים * ומן בך ‏ צמידי: יתחנו הסובבים בך * וישובו
מתיפדי	1	0		0	פיוט #967 — צלות יום הכפור	מתיפדי: ער יסור יום שבתה * דקרשיו כבדי: מה רבו מן מועד *
כפירותי	1	0		0	פיוט #968 — צלות ‏ הכפור	הכפרית * אתהפכת חזותו : במלים כתובים כפירותי 'ביכלות ‏
דלעזזאל	1	0		0	פיוט #968 — צלות ‏ הכפור	בחכמיתו ודעתו: על ראש השעיר * דלעזזאל שלח אתו: ואדם לא
לכפירותו	1	0		0	פיוט #968 — צלות ‏ הכפור	יצא הכהן לכפירותו: יעמד בנציר פני מרו * ויימר אהלין אמירותו:
והושיענו	1	0		0	פיוט #968 — צלות ‏ הכפור	ברית אבותינו: וצדק עלינו ברב חסדך * ופדי אפרינו: והושיענו
וצרקה	1	0		0	פיוט #968 — צלות ‏ הכפור	'בישועתך * ורחם דלותינו: וצרקה עבר לן מרן * ולא תגזי גמלינו:
נסתובר	1	0		0	פיוט #968 — צלות ‏ הכפור	לנו עמל טוב * נמצאו קמינו: נסתובר בו לפניך * וננחם נפשותינו:
מסובבים	1	0		0	פיוט #968 — צלות ‏ הכפור	נזכר יום מעמדנו: פני יהוה ערמים * מסובבים בנו עמלינו : מנו דיאחס
פוטיריה	1	0		0	פיוט #970 — צלות יום הכפור	יומיה: בתר מביא עומר התנופה * ממחרת שבת חנ פוטיריה: תחל
במרבר	1	0		0	פיוט #970 — צלות יום הכפור	מריריה : והשלישי באילים * אגלת סימנים תריה: והרביעי במרבר
סדיריה	1	0		0	פיוט #970 — צלות יום הכפור	בנשאן עמדים * בשפול ומעיל סדיריה : בשלישי משלישי * במחזי
ולפידיח	1	0		0	פיוט #970 — צלות יום הכפור	צפריה : הוה קולות וברקים * ואשתה ולפידיח: וחשך וענן וערפל *
אורזעת	1	0		0	פיוט #970 — צלות יום הכפור	‏ זה התמח * אורזעת מנון אבריה: ואתקשטו ואסידו * ואמרו
רמעי	1	0		0	פיוט #970 — צלות יום הכפור	קדשיה: ולא קהל קדיש חך ’‏ לה * אנון רמעי אמיה: על זה
תנידני	1	0		0	פיוט #970 — צלות יום הכפור	עורני הדרך תנידני * במה בעולם אתחדש: מן כל כלום טב * כל זבן
היוביל	1	0		0	פיוט #970 — צלות יום הכפור	היוביל * ולשני השמטות ארש: מסתמך בארבע מלים * כתובים
המתודעים	1	0		0	פיוט #971 — צלות יום הכפור	המדע * דבלבו אסתדר: מחכם צמות החדשים * המתודעים שנים
לזידנים	1	0		0	פיוט #973 — צלות ‏ הכפור	וקשטה לא יכסה * רק גלי בנהירותה : והקול יתי לזידנים * מן כסיאתה‎
והורר	1	0		0	פיוט #973 — צלות ‏ הכפור	בתבה רבה והורר : מן שומיה לארעה * ובנין המועדים יסד: על שני
יונל	1	0		0	פיוט #973 — צלות ‏ הכפור	מנדנד: מי יונל דמי לך * לא ‏ ולא מחמד; תתחני במה ‏ לך
וטפטף	1	0		0	פיוט #974 — צלות יוב הכפור	דרך הירא: דשרת עליהם הרוח * וטפטף עליון הנור וזרח: עד
ולשנבים	1	0		0	פיוט #974 — צלות יוב הכפור	הופיע * וזרח ממזרת : ודרס לגו האש * ולשנבים קרע: ועלה אל
ותונף	1	0		0	פיוט #975 — צלות יום הכפור	ותונף ותורם: על כל עמי הארץ * ועל כל מינה דאדם :
ויודיעני	1	0		0	פיוט #975 — צלות יום הכפור	ויודיעני במהלך בדרכה * אולי אמצא ללבי פשרו: ‏ אגיב למימרי
ואמשילך	1	0		0	פיוט #976 — צלות ‏ הכפור	ולידה הוא מעזר: ואמשילך על מה בו * מכל טוב ואיקר : ואקים‎
הפפיר	1	0		0	פיוט #976 — צלות ‏ הכפור	הדרך אשתזי * לכל איש גביר : לבו טהור נקיא * כלבנת הפפיר :
ובסובילו	1	0		0	פיוט #978 — צלות ‏ הכפור	ובסובילו יהי ננוד: כי לבו ריק מן החכמה * רק בו איל עקור:
גדור	1	0		0	פיוט #978 — צלות ‏ הכפור	דמי לשור בדישו * על ראשו גדור: פרקן רב בינו ובין בעל המדע *
יודיעו	1	0		0	פיוט #978 — צלות ‏ הכפור	מן החכמה * הך ‏ על אפוד : יודיעו בעודנות * עלמה עם חדוד:
וררש	1	0		0	פיוט #978 — צלות ‏ הכפור	וררש מודע הדרך * ופתח אוצר חתום: מלי מן החכמה * ממה דבו
דרכיאיהוה	1	0		0	פיוט #978 — צלות ‏ הכפור	דהפ ‏ אנת דרכיאיהוה הא טובי הלוכון : בי בו בהר יהום:
יסתירה	1	0		0	פיוט #981 — ר'ש'ת' נחתם ‏ השירה: דאמרתי קמיכון * אה סדרה המסתדרה	‏ על כל שמיע * 'למומותי יסתירה: וצדקתכון תסבל עבדכון *
יץ	1	0		0	פיוט #983 — ‏ קטרת הסמים: כהנה רבה אלעזר חליפת הרבנים השלמים	משכנה ויצא אליו כהנה * והו לבוש הצ יץ וה נ זרי: ‏ המלך
דלמניפה	1	0		0	פיוט #983 — ‏ קטרת הסמים: כהנה רבה אלעזר חליפת הרבנים השלמים	וגברי : שלם לך חליפת מן קנא * דלמניפה עצרי: שלם לך אה כהן
השבירי	1	0		0	פיוט #983 — ‏ קטרת הסמים: כהנה רבה אלעזר חליפת הרבנים השלמים	פיך תדבירי: סב טנאי מני * והטיב לבבי השבירי: ‏ הכהן יעננו *
דגליגאתו	1	0		0	פיוט #985 — זאת מימריה	על ‏ הרגל נתקומם * והלשן נשנרו; בגליגות דן יומה * דגליגאתו יתרו:
ואנצירו	1	0		0	פיוט #985 — זאת מימריה	ואנצירו: ובתהללות ירננו * ברמשו וצפרו: צעמים מערב עד ערב '
המשתברו	1	0		0	פיוט #985 — זאת מימריה	ומרו: וימר אימנותי בך יהוה * מיטיב הלבבים המשתברו: ובמשה
חציצר	1	0		0	פיוט #986 — צלות יום הכפור	חציצר מקים בקדש * ובכל ארצכם השופר : ומימר מקרא קדש * מן
ונליגאתו	1	0		0	פיוט #986 — צלות יום הכפור	נגש נפרש נימר * באהן יומה ונליגאתו: יום הסליחן והרחמים * דביום
דלעזזל	1	0		0	פיוט #986 — צלות יום הכפור	נוראותו: מה ימרו על ראש השעיר * 'דלעזזל בגורלותו : שם' ‏
חקבול	1	0		0	פיוט #986 — צלות יום הכפור	מרון * יתקבל מן הכהן כפירותו: ויהוה עליו חקבול * ויפתח ‏
בפליחות	1	0		0	פיוט #986 — צלות יום הכפור	השמח למרון * ויודו לו על טבהתו: וכל אחד לחברה יחנה * בפליחות
עשוריה	1	0		0	פיוט #986 — צלות יום הכפור	עשוריה: דבו הכהן ירחץ * מן מימי כיוריה: שני פעמים * בזאת
נוגעו	1	0		0	פיוט #986 — צלות יום הכפור	שיאליה: הראש בדיל מובאו * אל קדש קדשיה: והשני נוגעו בדם
כאחבע	1	0		0	פיוט #987 — צלות יום הכפור	רברבאן * כאחבע מועדים דבו אסתדר : וכארבע אקרי העולם * אש
וחציצר	1	0		0	פיוט #987 — צלות יום הכפור	יתקע בו בשופר : ובין השופר וחציצר * פרקן קמיך לו אפתר : כי
רמיתוביתון	1	0		0	פיוט #988 — צלות יום הכפור	רמיתוביתון כשרו: ‏ היותם' בפנותה * מן הטמאות יטהרו: וברצון
שמירותם	1	0		0	פיוט #988 — צלות יום הכפור	מרון ילכו * ומצותיו ישמרו: ‏ שמירותם ישמרון * בעלמה ובאחרו:
והמניפה	1	0		0	פיוט #988 — צלות יום הכפור	מעזרו : והשביעי ‏ תתגבר פנותה * והמניפה תעצרו : יהוה ברחמיו *
הגרח	1	0		0	פיוט #988 — צלות יום הכפור	הופיע מהר פראן * אנון בני הגרח : כמימרו וישב במדבר פראן '
הזוכרים	1	0		0	פיוט #988 — צלות יום הכפור	מדבר דברים * שמנה ותנינתה: אמרו הזוכרים * לית לן יכלתה: על
חזכרים	1	0		0	פיוט #988 — צלות יום הכפור	תורה צוה לנו משה * נבי חזכרים ונקבתה: הא כתב רב לית כותה *
ותקנלו	1	0		0	פיוט #988 — צלות יום הכפור	ותקנלו ;ך '
ולפיר	1	0		0	פיוט #989 — צלות יום הכפור	ומשלותה : ומימרו ולפיר אש * זה ישרי על קדש גבעתה: הרגריזים
ותלחט	1	0		0	פיוט #989 — צלות יום הכפור	ראו דן פרקנותה: בין תאכל ותלחט * ישור זה בעלי חכמתה: שם'
התגיעה	1	0		0	פיוט #991 — צלות ‏ הכפור	ביש יצרינו: ומן נפשנו התגיעה * על כן באה עלינו : כל הצרעה הזאת *
תדדש	1	0		0	פיוט #991 — צלות ‏ הכפור	ואן תדדש אה חברי ' זה הדבר תמטנו: אנחם על רעותך * אשר
אקטיר	1	0		0	פיוט #991 — צלות ‏ הכפור	מזבח השובה * אקטיר חלב תשבחתה: ואפרט עליו מן הצלות * שני
דצזיתני	1	0		0	פיוט #991 — צלות ‏ הכפור	‏ מצותיך * דצזיתני בתורותה: לא עברתי ממצותיך ‏ ולא בערתי
תתפוגג	1	0		0	פיוט #991 — צלות ‏ הכפור	תתפוגג נפשותינו: כי השובה לה דרכים * לית במימר הלשונו: רק
ישבירון	1	0		0	פיוט #992 — צלות יום הכפור	‏ עדן * לעבדה ולשמרים : ומרון מן רחמיו ורתותו * ישבירון שבירים ;
וצרקתך	1	0		0	פיוט #993 — צלות יום הכפור	לי חכמה ולא בינה * ועם זה לשני קציר: וצרקתך תסבל עבדך * ועברך
והשבירני	1	0		0	פיוט #993 — צלות יום הכפור	רוח ומדע * אדע בו עשוי ומכונני: ‏ השדים * אינקני והשבירני:
העליטני	1	0		0	פיוט #993 — צלות יום הכפור	עד עלו השדים בפמי * מן מזון אחר העליטני: ופקח חזותי * ומן אלמי
להשתחות	1	0		0	פיוט #994 — צלות ‏ הכפור	ריחותך * ולא תתן אבן מכשית: להשתחות לאל נכר סל וכל
שלמוית	1	0		0	פיוט #994 — צלות ‏ הכפור	אל נא תשית: ‏ חטאה * כות בן שלמוית : ולא תאבד נפשך
תשביר	1	0		0	פיוט #994 — צלות ‏ הכפור	תשיר: תפתח תרח תהותה * תיתי היום תשביר: מן כריה 'דלא פעת *
לצרבך	1	0		0	פיוט #994 — צלות ‏ הכפור	אשרך בן בכור * לא עבד ולא גר: לך בשנה זה היום * ייתי לצרבך
חדשיואת	1	0		0	פיוט #994 — צלות ‏ הכפור	ייסיר: ותצא ממו חדשיואת ‏ כוכב מניר: ‏ על זה אודאו*
לפליחן	1	0		0	פיוט #994 — צלות ‏ הכפור	מלי בופרי בו יתקע שופר דרור: לתהבים מן החובים * דו לפליחן
ואריריך	1	0		0	פיוט #994 — צלות ‏ הכפור	ברוך * ואריריך ארור:
ייעצר	1	0		0	פיוט #994 — צלות ‏ הכפור	וטוב לבב * ותתוזף חדו ואיקר: והרצון ירחף * והנגף ייעצר: ‏
וסנולי	1	0		0	פיוט #995 — צלות יום הכפור	מתחיל * ליתו קול עלי: וטובה אמר ירום נביי * ובן ביתי וסנולי: וקלין
משתמעות	1	0		0	פיוט #995 — צלות יום הכפור	משתמעות : כעצם השמים * מתגלים לראות: כתיבים באשתה * ביכלות
רביעות	1	0		0	פיוט #995 — צלות יום הכפור	רביעות: מובי התאבים * ידיון מלאות: ישיגון מימר סלח * כל ‏
תחליל	1	0		0	פיוט #995 — צלות יום הכפור	ואנציר בשובה * והטוב מן הרע אפרש : ובמעשה החל * לא תחליל
יפוד	1	0		0	פיוט #996 — צלות יום הכפור	באלוני ממריא: בו ‏ יפוד הזרע * כי 'ביצחק יקריא: בו בא יעקב *
יזדבד	1	0		0	פיוט #997 — צלות ‏ הכפור	יזדבד: עד ארבע עשר ימלא * וככן יהי מנדנד: כי הך ‏ ירר '
עדחו	1	0		0	פיוט #998 — צלות יום הכפור	עדחו : ‏ בגן ‏ * תחת טללי הרתו: ועליו רוח אלהים * שם יאמר
דזאן	1	0		0	פיוט #998 — צלות יום הכפור	דזאן : לחייך וחיב ‏ * תהי ‏ וסגד ומרכן: ומודי לו על מה ‏
חסוד	1	0		0	פיוט #1000 — צלות יום הכפור	אדם בתר * וכוננת בו חסוד: וקוממותו גבר שלם * נציב הך עמוד :
סנוד	1	0		0	פיוט #1000 — צלות יום הכפור	‏ סנוד: ופתח פמה ואמר * בלב מלי בלוד: לית אלה אלא אחד *
ואופח	1	0		0	פיוט #1000 — צלות יום הכפור	הנני מביא: עד ‏ סניל בזבנו * מן אברהם שביע : ואופח מופח
הוביח	1	0		0	פיוט #1000 — צלות יום הכפור	יפה * מן הקרבן דלא הוביח : ודרך כוכב מיעקב * וקם קדקד מן לוי :
יורח	1	0		0	פיוט #1001 — צלות יום הכפור	יורח אורו באיממה: ואחד מן עננו * יוריד טלה ונשמה: ואחד יערף
ושמילה	1	0		0	פיוט #1001 — צלות יום הכפור	ימינה ושמילה: כל כוכב על בנותו * עד יכרת מגדלה: ושבעה כל
וראח	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	נבוא נדרש בו דבר * אסתכל אה חברי וראח
ידועי	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	דעה כל ידועי * ‏ רעתו תעה
תודיעני	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	תודיעני קשיטות השט * תשיג אל מדעי: רז מודע דעתו * בארבע סודים
לכפירותם	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	תחת טללי כפירותו * בזה היום לכפירותם: ורז זה מן עובדי ארשיו *
חקדש	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	אל חקדש בפר ואיל * וכפר על ישראל מטמאתם : ‏ שני
ודלעזזל	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	השעירים * וישליך גורלותם: ודלעזזל יעמיד חי * והתודה עליו עשותם:
הקשור	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	עולם * מטיה מן אבותו: והוא המיתר הקשור * דאתשרשר לו בריתו:
דאתשרשר	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	עולם * מטיה מן אבותו: והוא המיתר הקשור * דאתשרשר לו בריתו:
גליגותו	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	בינם * במשפטי תורותו: ולו עובדים סגי מכן * במפרט גליגותו: יהוה
אצטמתי	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	מה אצטמתי מן דברי הדת ומגירותו: והמום בה עלי לא עליו * ולו
ראחז	1	0		0	פיוט #1003 — ‏ מימרי אקרי * בשם ייהיויה	עפרה ראחז קברתו; וילא עיניה בחזות * דבוק מיתוביתו: וסגול בזה
יואה	1	0		0	פיוט #1004 — צלות ‏ הכפור	מקום ידעו * יעמד בו ויעתר: עד ‏ צלותה יואה איקר רב עד
דמשתמר	1	0		0	פיוט #1006 — צלות ‏ הכפור	קשטה דמשתמר * ביד קשיטים לא סרוחים: מן אחד לאהד ‘ ‏
קולותיון	1	0		0	פיוט #1006 — צלות ‏ הכפור	ויתקוממו * ארך הליל קולותיון תלוים : בשיראן ותהללות עד בקר * ומן
הזבוחים	1	0		0	פיוט #1006 — צלות ‏ הכפור	הזבוחים: וביום פגולה יתוספו טהרה * ועיני הדבבים לון חזוים : ואנון
יתוספו	1	0		0	פיוט #1006 — צלות ‏ הכפור	הזבוחים: וביום פגולה יתוספו טהרה * ועיני הדבבים לון חזוים : ואנון
זבוחים	1	0		0	פיוט #1006 — צלות ‏ הכפור	דאנון בה זבוחים: ‏ יסק הכהן ירשי בעובדו * ועיני הכל לו צפוים :
פוקיד	1	0		0	פיוט #1007 — צלות יום הכפור	נכונים: ועליהון פוקיד אחד * דלו קיאמים ממנים: ‏ אקר ומנה
קי	1	0		0	פיוט #1007 — צלות יום הכפור	העדנים: ואנון הי קי וחמשה וארבעים * קדמיך מתמנים : פרים מאה
ושישים	1	0		0	פיוט #1007 — צלות יום הכפור	וארבע עשרי ולון זבנים מתעינים: וכבשים גי ק' ואחד ושישים *
ולובח	1	0		0	פיוט #1007 — צלות יום הכפור	עשר נתינים : ולבכורים אחד עשר * ולובח השלמים שנים : ומוסף ‏
השישי	1	0		0	פיוט #1007 — צלות יום הכפור	במגרע אי מן המנינים: וביום השישי הי וכ* * וביום השביעי די וכ:
בעובר	1	0		0	פיוט #1007 — צלות יום הכפור	בעובר בל מועד ומועד * וראשם שבתה : רקדשה מרה מן ריש * בריתה
רקדשה	1	0		0	פיוט #1007 — צלות יום הכפור	בעובר בל מועד ומועד * וראשם שבתה : רקדשה מרה מן ריש * בריתה
שמירתו	1	0		0	פיוט #1007 — צלות יום הכפור	גביר אנשה * וגלא שמירתו לאמתה : על זה היתוב דמתעתק * עובדו
בחדבתה	1	0		0	פיוט #1007 — צלות יום הכפור	‏ די יכלתה: ותתנצל מן גועיה * ותטהר ותקדם בחדבתה: ותלבש
גלגתה	1	0		0	פיוט #1007 — צלות יום הכפור	בגדים אחרים * מן בגדי גלגתה : ותצלי רמשה ותקרי * קצי שבתה
בריחקך	1	0		0	פיוט #1008 — צלות יום הכפור	חובך: ומנון מה יתעבד בכל ‏ * בריחקך וקרובך: ומנון מה הוא
תפובבך	1	0		0	פיוט #1008 — צלות יום הכפור	ועלמה אהן ‏ לעורנה * ושומיה וארעה תפובבך; זה לעבודה ועורנה
תולר	1	0		0	פיוט #1008 — צלות יום הכפור	עם ישראל אשרךי ומה לך אתעבד: מן אקרי הקדשים * מן טרם תולר:
תצטמד	1	0		0	פיוט #1008 — צלות יום הכפור	ועת תצטמד שבעה * היובל יתחדד: וששת יומי המצות * והשביעי בו
אתננד	1	0		0	פיוט #1008 — צלות יום הכפור	ושבעה שבעות תספר לך * ובכל שבוע אתננד: תמח מן התמחות '
הגליגה	1	0		0	פיוט #1009 — צלות ‏ הכפור	בהדורות דאזלו והבאים : וקראה יתכון בשמות * על כנפי הגליגה
דאננדו	1	0		0	פיוט #1009 — צלות ‏ הכפור	ממלאים : דאננדו יתכון ממצרים * ובאדיון אתכפתו השנאים: ואביא
פנעים	1	0		0	פיוט #1009 — צלות ‏ הכפור	אתכם אליי כי לי בכם פנעים: עתדתי לכם מאומות * עורניכון מנה
משתברה	1	0		0	פיוט #1010 — צלות יום הכפור	ושרב רב בו שרא: ועינו תראה ותבכי * ודו מן השנא משתברה:
דגביל	1	0		0	פיוט #1010 — צלות יום הכפור	לסגילות הסגולים : הקרובים אל עבודון * דגביל ‏ גבולים: על אד
מפידים	1	0		0	פיוט #1010 — צלות יום הכפור	מפידים על קשיטות היכולה * במאומות גלים : במרתה אמתק לון המים *
יתרויונתן	1	0		0	פיוט #1012 — אהיה * זה ‏ חדש לא בלי	אתמר לה * לעיני ישראל ועמו: ושב משה אל יתרויונתן לו מה
הגלוג	1	0		0	פיוט #1013 — צלות יום הכפֿור	הגלוג * מה לא אמטי ממללי: אמלל מעט מנה * ולא בדוי קבלי: ויהי
קשורי	1	0		0	פיוט #1014 — צלות יום הכפור	בזבן ממצאותו: קשורי מיתר הברית * דבוקי קשיטותו: דור בתר דור
סימואתו	1	0		0	פיוט #1014 — צלות יום הכפור	נוראותו: בארבעתי הפאות * ונגלת סימואתו: ואתחדש ‏ ממצאו
בצורעת	1	0		0	פיוט #1014 — צלות יום הכפור	מוקר * בצורעת אנשה יקיר: לא ראיתי באנשה כותו * וצלם הרוח עליו
אזדזעת	1	0		0	פיוט #1014 — צלות יום הכפור	הדיר: אזדזעת אברי מן ראותו * ודרשתי מפניו אסתיר: מן רב אימתה
צורעתו	1	0		0	פיוט #1014 — צלות יום הכפור	‏ דוביר: ימלל על מה עמינן * לא הדיר ולא אשפיר: מן צורעתו
עטיר	1	0		0	פיוט #1014 — צלות יום הכפור	מרדרור עטיר: ועת יתגלי מן בשרו מעטי מנה עלמה תניר: כמה
יופיע	1	0		0	פיוט #1014 — צלות יום הכפור	יופיע הברק * וכד יסתר יסתיר: והנגלא מעמי עליו * הן הו בנפשה .£
תלימאתי	1	0		0	פיוט #1014 — צלות יום הכפור	מתיטב בגליגאתו * רב מן תלימאתי דאדכרת: וכל דאמרו ‏
ביחדאהו	1	0		0	פיוט #1015 — צלות יום הכפור	חייהון מעט מעט יגעו: ותמידותה לעבודה דכלה * המתפרד ביחדאהו:
אוציאו	1	0		0	פיוט #1015 — צלות יום הכפור	עת אוציאו מן הגן * ואסגיר בתרו התרח: אשתיר כביב נביך * תעי
ואסגיר	1	0		0	פיוט #1015 — צלות יום הכפור	עת אוציאו מן הגן * ואסגיר בתרו התרח: אשתיר כביב נביך * תעי
ייחזק	1	0		0	פיוט #1015 — צלות יום הכפור	מה זכר עודניה * ומה הוה בו מן איקרה: ייחזק עליו הדבר * וכיתנתו
שקיחיה	1	0		0	פיוט #1017 — ‏ חליפתה בארעה * 'בבליל שלטנותה מתכלל	ואמר בנפשו לית זאת העברה * בלא עבוד שקיחיה: ואהן היא ‏
וטעיל	1	0		0	פיוט #1017 — ‏ חליפתה בארעה * 'בבליל שלטנותה מתכלל	משרוה * בארעה ‏ 'בשומיה: ועפל וטעיל בענינה * לאקריה ואפרחיה:
קטרותינו	1	0		0	פיוט #1018 — צלות ‏ הכפור	ציאם נצום ‏ בירא * ונקטיר קטרותינו : ונתקע שופר דרורהי אולי נמצא
סוברותינו	1	0		0	פיוט #1018 — צלות ‏ הכפור	שירות נשיר שירה * תשמח בה' לבבינו : היא זאת השירה * 'דבה סוברותינו :
תסתירה	1	0		0	פיוט #1018 — צלות ‏ הכפור	טב לך ‏ תשמרה * ישמרך אלהינו: 'בדעתך תסתירה * ותפשט עררינו:
המזדרמים	1	0		0	פיוט #1019 — צלות יום הכפור	* אה העם המזדרמים : תפשטו עדר שמשכון‎ * ואשמים : ואשול‎
ננצירה	1	0		0	פיוט #1019 — צלות יום הכפור	נפשותינו ננצירה * פני אלהינו: והשובה נמהרה * ונרים פללינו : אולי נמצא
וגיותינו	1	0		0	פיוט #1019 — צלות יום הכפור	על פתח הנורא * נעמד כלנו: ונשוב שובה יתרה * בכל מאודינו : וגיותינו
ישבירה	1	0		0	פיוט #1019 — צלות יום הכפור	נטהרה * עד נמצא לנפשותינו: יוסף בן פרת ישבירה * ובזה יקים לנו :
ופביבו	1	0		0	פיוט #1020 — צלות ‏ הכפור	הסגולים בו: מבלעדי כל העמים * אשר בארץ ופביבו : ינוזו לגן עדן *
ינוזו	1	0		0	פיוט #1020 — צלות ‏ הכפור	הסגולים בו: מבלעדי כל העמים * אשר בארץ ופביבו : ינוזו לגן עדן *
וחדבו	1	0		0	פיוט #1020 — צלות ‏ הכפור	בשיראן ותשבחן * בשמח וחדבו: אכלים הקרבן * על חקותיו דאתיתבו:
וחפד	1	0		0	פיוט #1020 — צלות ‏ הכפור	דו מועד לא כמועד: ושבת לא ‏ * וחפד לא כחסר: דו מלך
חרטמיהם	1	0		0	פיוט #1022 — הברית קומה: במועד הזה למועדה * מימים ימימה	המכתבים אשר * חרטמיהם שקרו : והכהן הגדול * המשל בדרו: כל יום
והידועים	1	0		0	פיוט #1022 — הברית קומה: במועד הזה למועדה * מימים ימימה	לא יאמרו הזעורים * זה בלו שקרי: והידועים ישמחו בו * דידעו באקרי;
ותזדזע	1	0		0	פיוט #1022 — הברית קומה: במועד הזה למועדה * מימים ימימה	הסכית ושמע ישראל * עד אני אשרי : בזכרון ‏ נקם * ותזדזע אברי :
ונוע	1	0		0	פיוט #1022 — הברית קומה: במועד הזה למועדה * מימים ימימה	ונוע כל בשר * ‏ אימת אל ישרי; ויראה כבוד יהוה * ויאמר במימרי:
לזרוקי	1	0		0	פיוט #1023 — צלות יום הכפור	לזרוקי דמה : ואני עם זה וזה * לא עשיתי מאומה: ולא שכחתי דבר *
ררפוך	1	0		0	פיוט #1023 — צלות יום הכפור	‏ מלחמה: והן ררפוך הגוים * עבד לך מאומה : וקרי קצת ויוסף '
יגלג	1	0		0	פיוט #1024 — צלות ‏ הכפור	טובי: מן יגלג לשנו * 'בדכרן זה הנביא: 'דכל הבריה קמת * בעבורו
אעביף	1	0		0	פיוט #1024 — צלות ‏ הכפור	ענן עבי: וההר בער באש * מאד עד לבבי: השמים והנה * * אעביף ‏
פניויונתן	1	0		0	פיוט #1024 — צלות ‏ הכפור	טובי: וירד יהוה בענן * ויתיצב 'עם הנבי: עבר על פניויונתן לו
בחדבי	1	0		0	פיוט #1024 — צלות ‏ הכפור	כתבי: ”‏ דברי הברית * כרת עמה בחדבי: ומאז רד יהוה בענן *
המצזי	1	0		0	פיוט #1024 — צלות ‏ הכפור	פניו * עד עשה המצזי: ונתן על ‏ * וזה גלי בין יושבי: הארץ
וכובבו	1	0		0	פיוט #1024 — צלות ‏ הכפור	וארעה * וכובבו בתוך שמימותו: ועת יגדל זה התהב * תתגלי זכותו:
וחתרברב	1	0		0	פיוט #1024 — צלות ‏ הכפור	מה טבו אהליך תהבה * ומה רב שכינותו: יזל מים מדליו * וחתרברב
מנוג	1	0		0	פיוט #1024 — צלות ‏ הכפור	עצמותו : וירום מנוג מלכו * ותתנשא מלכותו : וימלך אחד עשר גוים *
חבשר	1	0		0	פיוט #1025 — צלות ‏ הכפור	ביומה חמישה באיקר: וחתם הכל 'בגדלו * באבי כל חבשר: הו אדם
וצזהו	1	0		0	פיוט #1025 — צלות ‏ הכפור	והצלם * ואלבשו מר: ‏ על ראשו * וצזהו במשמרי קדוש ‏
השרוף	1	0		0	פיוט #1025 — צלות ‏ הכפור	עדן * לעברה ולשמר: ועבד מה ‏ * בעת ‏ דבר: הנחש השרוף *
תררש	1	0		0	פיוט #1025 — צלות ‏ הכפור	לא אפתרו גלי * רק אפתר מדכר משה: והן תררש אפתרו לך * עמד
יצרבון	1	0		0	פיוט #1025 — צלות ‏ הכפור	יצרבון למשתה * בפם ישפע ימים: והזבן לא ימוש * בין שני הימים:
ארפכשר	1	0		0	פיוט #1026 — צלות יום הכפור	היה' מקדם * ואן לא יהי מבתר: כי ארפכשר ילד את שלח * ושלח
ואציב	1	0		0	פיוט #1026 — צלות יום הכפור	ילד את עבר: ופלג ‏ את הארי * ואציב גבולות על מספר; כי אלה
ימיצהו	1	0		0	פיוט #1026 — צלות יום הכפור	ישוב המים: ילך אל אתרו * כאבותיך התמים: ימיצהו * ונצע גוים
