book,chapter,verse,sort_pos,lemma,variant,marks,reading,anchor,needs_review
EXO,7,15,1,נהפך,ניהפך,,נהפך] ניהפך,lemma~num,1
EXO,7,16,1,ונהפכו,וניפכו,,ונהפכו] וניפכו,lemma~num,1
EXO,7,16,2,ביאר,באיר,,ביאר] באיר,lemma~num,1
EXO,7,17,1,ונהפכו,וניהפכו,,ונהפכו] וניהפכו,lemma~num,1
EXO,7,18,1,ביאר,באיר,,ביאר] באיר,lemma+num,1
EXO,7,22,1,בלהטיהם,בלחטיהם,,בלהטיהם] בלחטיהם,lemma~num,1
EXO,7,24,1,ממימי,מים,,ממימי] מים,lemma~num,1
EXO,7,26,1,ובחדרי,ובעדרי,,ובחדרי] ובעדרי,lemma~num,1
EXO,7,26,2,ובמשארתיך,ובמשארותיך,,ובמשארתיך] ובמשארותיך,lemma~num,1
EXO,7,26,3,ובמשארתיך,י,,ובמשארתיך] י,lemma~num,1
EXO,8,1,1,והעל,והעלה,,והעל] והעלה,lemma~num,1
EXO,8,3,1,בלהטיהם,בלחטיהם,,בלהטיהם] בלחטיהם,lemma~num,1
EXO,8,5,1,התפאר,א,,התפאר] א,lemma~num,1
EXO,8,5,2,אל,ליהוה,,אל] ליהוה,lemma~num,1
EXO,8,5,3,להכרית,י,,להכרית] י,lemma~num,1
EXO,8,5,4,אעתיר,העתיר,,אעתיר] העתיר,lemma~num,1
EXO,8,9,1,החצרות,החצירות,,החצרות] החצירות,lemma~num,1
EXO,8,10,1,ותבאש,ותאבש,,ותבאש] ותאבש,lemma~num,1
EXO,8,11,1,הרוחה,ה,,הרוחה] ה,lemma~num,1
EXO,8,12,1,והך,והכה,,והך] והכה,lemma~num,1
EXO,8,17,1,אל,א,,אל] א,lemma~num,1
EXO,8,20,1,ותשחת,ש,,ותשחת] ש,lemma~num,1
EXO,8,22,1,תועבת,תועבות,,תועבת] תועבות,lemma~num,1
EXO,8,22,2,נזבח,נזבחה,,נזבח] נזבחה,lemma~num,1
EXO,8,22,3,נזבת,נזבחה,,נזבת] נזבחה,lemma~num,1
EXO,8,23,1,ונזבח,ותשחת,,ונזבח] ותשחת,lemma~num,1
EXO,8,24,1,תרחיקו,אשי,,תרחיקו] אשי,lemma~num,1
EXO,8,24,2,הרחק,הרחיק,,הרחק] הרחיק,lemma~num,1
EXO,9,1,1,ובחמרים,ובחמורים,,ובחמרים] ובחמורים,lemma~num,1
EXO,9,1,2,מחזק,מחויק,,מחזק] מחויק,lemma~num,1
EXO,9,3,1,מחזק,מחזיק,,מחזק] מחזיק,lemma~num,1
EXO,9,8,1,חפניכם,חופניכם,,חפניכם] חופניכם,lemma~num,1
EXO,9,9,1,אבעבעות,ע,,אבעבעות] ע,lemma~num,1
EXO,9,10,1,אבעבעות,ו,,אבעבעות] ו,lemma~num,1
EXO,9,10,2,לפני,ל,,לפני] ל,lemma~num,1
EXO,9,11,1,בחרטמים,בהחרטמים,,בחרטמים] בהחרטמים,lemma~num,1
EXO,9,13,1,העז,אחז,,העז] אחז,lemma~num,1
EXO,9,13,2,ספר,ספיר,,ספר] ספיר,lemma~num,1
EXO,9,13,3,ואכה,והך,,ואכה] והך,lemma~num,1
EXO,9,13,4,ואכה,חפניכם,,ואכה] חפניכם,lemma~num,1
EXO,9,13,5,מגפתי,מגפותי,,מגפתי] מגפותי,lemma~num,1
EXO,9,16,1,ספר,פספיר,,ספר] פספיר,lemma~num,1
EXO,9,17,1,עודך,ועודך,,עודך] ועודך,lemma~num,1
EXO,9,18,1,כעת,כהת,,כעת] כהת,lemma~num,1
EXO,9,22,1,אל,על,,אל] על,lemma~num,1
EXO,9,23,1,על,אל,,על] אל,lemma~num,1
EXO,9,23,2,וימטר,וימטיר,,וימטר] וימטיר,lemma~num,1
EXO,9,23,3,מטהו,ידו,,מטהו] ידו,lemma~num,1
EXO,9,27,1,חטאתי,חטיתי,,חטאתי] חטיתי,lemma~num,1
EXO,9,32,1,אפלות,וימטר,,אפלות] וימטר,lemma~num,1
EXO,10,1,1,אל,ליהוה,,אל] ליהוה,lemma~num,1
EXO,10,1,2,אתתי,צ,,אתתי] צ,lemma+num,1
EXO,10,1,3,שתי,שאתי,,שתי] שאתי,lemma~num,1
EXO,10,2,1,אתותי,אותותי,,אתותי] אותותי,lemma~num,1
EXO,10,5,1,ואבת,ואבות,,ואבת] ואבות,lemma~num,1
EXO,10,5,2,אבתיך,אבותיך,,אבתיך] אבותיך,lemma~num,1
EXO,10,5,3,הפלטה,הפליטה,,הפלטה] הפליטה,lemma~num,1
EXO,10,5,4,הנשארת,הגשארות,,הנשארת] הגשארות,lemma~num,1
EXO,10,6,1,הפלטה,הפליטה,,הפלטה] הפליטה,lemma+num,1
EXO,10,6,2,אבתיך,אבותיך,,אבתיך] אבותיך,lemma~num,1
EXO,10,7,1,למוקש,למקוש,,למוקש] למקוש,lemma~num,1
EXO,10,9,1,ובבנתינו,ובבנותינו,,ובבנתינו] ובבנותינו,lemma+num,1
EXO,10,9,2,ובזקנינו,ובזקיננו,,ובזקנינו] ובזקיננו,lemma~num,1
EXO,10,12,1,השאיר,השיאר,,השאיר] השיאר,lemma~num,1
EXO,10,12,2,אל,ליהוה,,אל] ליהוה,lemma~num,1
EXO,10,13,1,נשאה,ה,,נשאה] ה,lemma~num,1
EXO,10,13,2,נהג,נחג,,נהג] נחג,lemma~num,1
EXO,10,16,1,חטאתי,חטיתי,,חטאתי] חטיתי,lemma+num,1
EXO,10,17,1,נא,א,,נא] א,lemma~num,1
EXO,10,17,2,ויסר,ויסיר,,ויסר] ויסיר,lemma~num,1
EXO,10,18,1,ויצא,משה,,ויצא] משה,lemma~num,1
EXO,10,19,1,ויתקעהו,ה,,ויתקעהו] ה,lemma~num,1
EXO,10,22,1,בכל,כל,,בכל] כל,lemma~num,1
EXO,10,23,1,במושבתם,במושבותם,,במושבתם] במושבותם,lemma~num,1
EXO,10,28,1,תוסף,תוסיף,,תוסף] תוסיף,lemma~num,1
EXO,10,29,1,אוסף,אוסיף,,אוסף] אוסיף,lemma+num,1
EXO,11,1,1,אביא,הביא,,אביא] הביא,lemma~num,1
EXO,11,2,1,והשאלום,והאשלום,,והשאלום] והאשלום,lemma~num,1
EXO,11,3,1,תסף,תוסף,,תסף] תוסף,lemma~num,1
EXO,11,3,2,בכרי,בכורי,,בכרי] בכורי,lemma~num,1
EXO,11,3,3,והיתה,וחיתה,,והיתה] וחיתה,lemma~num,1
EXO,11,3,4,הרחים,י,,הרחים] י,lemma~num,1
EXO,11,4,1,בכרך,בכורך,,בכרך] בכורך,lemma~num,1
EXO,11,5,1,הרחים,י,,הרחים] י,lemma+num,1
EXO,11,7,1,לשנו,לשונו,,לשנו] לשונו,lemma~num,1
EXO,11,10,1,המפתים,המופתים,,המפתים] המופתים,lemma~num,1
EXO,12,2,1,החדש,ה,,החדש] ה,lemma~num,1
EXO,12,7,1,המשקף,משקוף,,המשקף] משקוף,lemma,1
EXO,12,7,2,המזוות,המזזות,,המזוות] המזזות,lemma~num,1
EXO,12,8,1,מררים,מרורים,,מררים] מרורים,lemma~num,1
EXO,12,8,2,על,ועל,,על] ועל,lemma+num,1
EXO,12,9,1,ובשל,ובשול,,ובשל] ובשול,lemma~num,1
EXO,12,11,1,ומקליכם,ומקיליכם,,ומקליכם] ומקיליכם,lemma+num,1
EXO,12,12,1,ועברתי,והעברתי,,ועברתי] והעברתי,lemma~num,1
EXO,12,14,1,לדרתיכם,לדרותיכם,,לדרתיכם] לדרותיכם,lemma~num,1
EXO,12,15,1,מבתיכם,מביתכם,,מבתיכם] מביתכם,lemma+num,1
EXO,12,15,2,כל,וכל,,כל] וכל,lemma~num,1
EXO,12,17,1,הוצאתי,והוצאתי,,הוצאתי] והוצאתי,lemma~num,1
EXO,12,17,2,המצוה,המצבה,,המצוה] המצבה,lemma~num,1
EXO,12,17,3,חקת,חקות,,חקת] חקות,lemma~num,1
EXO,12,21,1,למשפחתיכם,לדרותיכם,,למשפחתיכם] לדרותיכם,lemma~num,1
EXO,12,21,2,קחו,וקחו,,קחו] וקחו,lemma~num,1
EXO,12,21,3,לכל,כל,,לכל] כל,lemma~num,1
EXO,12,22,1,המזוזת,המזזות,,המזוזת] המזזות,lemma~num,1
EXO,12,22,2,המשקף,המשקוף,,המשקף] המשקוף,lemma~num,1
EXO,12,26,1,העבדה,העבידה,,העבדה] העבידה,lemma~num,1
EXO,12,29,1,השבי,השוי,,השבי] השוי,lemma~num,1
EXO,12,31,1,קומו,ו,,קומו] ו,lemma~num,1
EXO,12,33,1,מתים,מיתים,,מתים] מיתים,lemma~num,1
EXO,12,33,2,למהר,למחר,,למהר] למחר,lemma+num,1
EXO,12,34,1,בשמלתם,בשמלותם,,בשמלתם] בשמלותם,lemma~num,1
EXO,12,34,2,משארתם,משארותם,,משארתם] משארותם,lemma~num,1
EXO,12,36,1,וישאלום,וישאילום,,וישאלום] וישאילום,lemma~num,1
EXO,12,37,1,רגלי,ו,,רגלי] ו,lemma~num,1
EXO,12,38,1,ערב,ערברב,,ערב] ערברב,lemma~num,1
EXO,12,39,1,הוציאו,ו,,הוציאו] ו,lemma~num,1
EXO,13,4,1,יצאים,יוצאים,,יצאים] יוצאים,lemma~num,1
EXO,13,5,1,והפרזי,ו,,והפרזי] ו,lemma~num,1
EXO,13,5,2,יביאך,יבאיך,,יביאך] יבאיך,lemma+num,1
EXO,13,5,3,לאבתיך,לאבותיך,,לאבתיך] לאבותיך,lemma~num,1
EXO,13,5,4,והחוי,ו,,והחוי] ו,lemma~num,1
EXO,13,8,1,בצאתי,בציאתי,,בצאתי] בציאתי,lemma~num,1
EXO,13,11,1,ולאבתיך,א,,ולאבתיך] א,lemma~num,1
EXO,13,11,2,ארץ,הארץ,,ארץ] הארץ,lemma+num,1
EXO,13,12,1,והעברת,ה,,והעברת] ה,lemma~num,1
EXO,13,12,2,כל,ובל,,כל] ובל,lemma~num,1
EXO,13,14,1,הוציאנו,יאנו,,הוציאנו] יאנו,lemma~num,1
EXO,13,15,1,בבני,בבנה,,בבני] בבנה,lemma~num,1
EXO,13,15,2,הזכרים,י,,הזכרים] י,lemma~num,1
EXO,13,15,3,מבכור,ו,,מבכור] ו,lemma~num,1
EXO,13,18,1,וחמשים,וחמישים,,וחמשים] וחמישים,lemma~num,1
EXO,13,19,1,עצמתי,עצמותי,,עצמתי] עצמותי,lemma~num,1
EXO,13,19,2,השביע,השביעי,,השביע] השביעי,lemma~num,1
EXO,13,19,3,עצמת,עצמות,,עצמת] עצמות,lemma~num,1
EXO,13,21,1,לנחתם,להנחתם,,לנחתם] להנחתם,lemma~num,1
EXO,13,22,1,לפני,פני,,לפני] פני,lemma~num,1
EXO,14,2,1,וישבו,וישובו,,וישבו] וישובו,lemma~num,1
EXO,14,2,2,תחנו,ח,,תחנו] ח,lemma~num,1
EXO,14,2,3,החירת,י,,החירת] י,lemma~num,1
EXO,14,3,1,המדבר,הזכרים,,המדבר] הזכרים,lemma~num,1
EXO,14,3,2,המדבר,המדברה,,המדבר] המדברה,lemma~num,1
EXO,14,4,1,מצרים,מצרים,,מצרים] מצרים,lemma~num,1
EXO,14,4,2,ובכל,ו,,ובכל] ו,lemma~num,1
EXO,14,4,3,וחזקתי,והחזקתי,,וחזקתי] והחזקתי,lemma~num,1
EXO,14,20,1,ויאר,ויהר,,ויאר] ויהר,lemma~num,1
EXO,14,20,2,והחשך,ו,,והחשך] ו,lemma~num,1
EXO,14,21,1,ויולך,ויוליך,,ויולך] ויוליך,lemma+num,1
EXO,14,22,1,מימינם,לי,,מימינם] לי,lemma~num,1
EXO,14,24,1,ויהם,והחשך,,ויהם] והחשך,lemma~num,1
EXO,14,25,1,וינהגהו,וינחגהו,,וינהגהו] וינחגהו,lemma~num,1
EXO,14,25,2,מרכבתיו,י,,מרכבתיו] י,lemma~num,1
EXO,14,25,3,בכבדות,בכבודות,,בכבדות] בכבודות,lemma~num,1
EXO,14,26,1,פרשיו,י,,פרשיו] י,lemma~num,1
EXO,14,26,2,וישבו,וישובו,,וישבו] וישובו,lemma~num,1
EXO,14,27,1,וישב,וישוב,,וישב] וישוב,lemma~num,1
EXO,14,27,2,נסעים,אקי,,נסעים] אקי,lemma~num,1
EXO,14,27,3,לפנות,לאפנות,,לפנות] לאפנות,lemma~num,1
EXO,15,1,1,אשרו,אשירו,,אשרו] אשירו,lemma~num,1
EXO,15,2,1,וזמרתי,וזמרתיה,,וזמרתי] וזמרתיה,lemma~num,1
EXO,15,2,2,וארממנהו,דא,,וארממנהו] דא,lemma~num,1
EXO,15,3,1,גבור,גיבור,,גבור] גיבור,lemma~num,1
EXO,15,4,1,שלשיו,שלישיו,,שלשיו] שלישיו,lemma~num,1
EXO,15,4,2,וחילו,וחיליו,,וחילו] וחיליו,lemma~num,1
EXO,15,5,1,יכסמו,יכסימו,,יכסמו] יכסימו,lemma~num,1
EXO,15,6,1,אויב,איוב,,אויב] איוב,lemma~num,1
EXO,15,6,2,נאדרי,נדארי,,נאדרי] נדארי,lemma~num,1
EXO,15,7,1,חרונך,ו,,חרונך] ו,lemma~num,1
EXO,15,7,2,תהרם,תחרם,,תהרם] תחרם,lemma~num,1
EXO,15,7,3,גאנך,גאונך,,גאנך] גאונך,lemma~num,1
EXO,15,8,1,אפיך,י,,אפיך] י,lemma+num,1
EXO,15,8,2,בלב,בלבים,,בלב] בלבים,lemma+num,1
EXO,15,8,3,תהומת,תהומות,,תהומת] תהומות,lemma~num,1
EXO,15,8,4,קפאו,א,,קפאו] א,lemma~num,1
EXO,15,9,1,תורשמו,תורישמו,,תורשמו] תורישמו,lemma~num,1
EXO,15,9,2,תמלאמו,תמלאימו,,תמלאמו] תמלאימו,lemma~num,1
EXO,15,9,3,אויב,איוב,,אויב] איוב,lemma~num,1
EXO,15,10,1,אדירים,אחדרים,,אדירים] אחדרים,lemma~num,1
EXO,15,10,2,כסמו,כסאמו,,כסמו] כסאמו,lemma~num,1
EXO,15,11,1,נאדרי,נדארי,,נאדרי] נדארי,lemma~num,1
EXO,15,11,2,באלים,באילים,,באלים] באילים,lemma~num,1
EXO,15,11,3,פלאה,פליה,,פלאה] פליה,lemma~num,1
EXO,15,11,4,נורא,גוראה,,נורא] גוראה,lemma~num,1
EXO,15,12,1,תבלעמו,תמלאמו,,תבלעמו] תמלאמו,lemma~num,1
EXO,15,13,1,נהלת,נחלת,,נהלת] נחלת,lemma~num,1
EXO,15,14,1,ישבי,יושבי,,ישבי] יושבי,lemma~num,1
EXO,15,15,1,רער,רחר,,רער] רחר,lemma~num,1
EXO,15,15,2,יאחזמו,א,,יאחזמו] א,lemma~num,1
EXO,15,15,3,אילי,חילי,,אילי] חילי,lemma~num,1
EXO,15,15,4,אלופי,ו,,אלופי] ו,lemma~num,1
EXO,15,15,5,ישבי,יושבי,,ישבי] יושבי,lemma~num,1
EXO,15,16,1,ידמו,ידמאו,,ידמו] ידמאו,lemma~num,1
EXO,15,16,2,אימה,חימה,,אימה] חימה,lemma+num,1
EXO,15,17,1,ותטעמו,ותטימו,,ותטעמו] ותטימו,lemma~num,1
EXO,15,20,1,הגביאה,א,,הגביאה] א,lemma~num,1
EXO,15,22,1,ויוצאהו,ויוציאהו,,ויוצאהו] ויוציאהו,lemma~num,1
EXO,15,23,1,לשתות,לשעות,,לשתות] לשעות,lemma~num,1
EXO,15,25,1,וימתקו,וימתקהו,,וימתקו] וימתקהו,lemma~num,1
EXO,15,25,2,וישלך,וישליך,,וישלך] וישליך,lemma~num,1
EXO,15,25,3,ויראהו,ויריאהו,,ויראהו] ויריאהו,lemma~num,1
EXO,15,26,1,לקול,בקול,,לקול] בקול,lemma~num,1
EXO,16,1,1,לצאתם,ולציאתם,,לצאתם] ולציאתם,lemma~num,1
EXO,16,4,1,ממטיר,י,,ממטיר] י,lemma~num,1
EXO,16,4,2,בתורתי,בתורותי,,בתורתי] בתורותי,lemma~num,1
EXO,16,4,3,הילכו,ו,,הילכו] ו,lemma~num,1
EXO,16,5,1,והכינו,י,,והכינו] י,lemma~num,1
EXO,16,5,2,יביאו,הביאו,,יביאו] הביאו,lemma~num,1
EXO,16,7,1,תלנתיכם,הילכו,,תלנתיכם] הילכו,lemma,1
EXO,16,7,2,תלנו,תליגו,,תלנו] תליגו,lemma~num,1
EXO,16,22,1,למשה,משה,,למשה] משה,lemma~num,1
EXO,16,22,2,משנה,משגי,,משנה] משגי,lemma~num,1
EXO,16,24,1,הבקר,ה,,הבקר] ה,lemma,1
EXO,16,24,2,ויניחו,וינחיו,,ויניחו] וינחיו,lemma+num,1
EXO,16,24,3,הבאיש,י,,הבאיש] י,lemma~num,1
EXO,16,28,1,ותורתי,ותורותי,,ותורתי] ותורותי,lemma~num,1
EXO,16,28,2,אנה,הנה,,אנה] הנה,lemma~num,1
EXO,16,28,3,אל,ואל,,אל] ואל,lemma~num,1
EXO,16,32,1,האכלתי,הכאלתי,,האכלתי] הכאלתי,lemma~num,1
EXO,16,32,2,לדרתיכם,לדרותיכם,,לדרתיכם] לדרותיכם,lemma+num,1
EXO,16,34,1,וינחהו,ויגיחהו,,וינחהו] ויגיחהו,lemma~num,1
EXO,16,35,1,אל,ליהושע,,אל] ליהושע,lemma~num,1
EXO,16,36,1,עשרית,עשירת,,עשרית] עשירת,lemma~num,1
EXO,17,1,1,ברפדים,ברפידים,,ברפדים] ברפידים,lemma+num,1
EXO,17,2,1,תריבון,וינחהו,,תריבון] וינחהו,lemma~num,1
EXO,17,2,2,ונשתה,וגשתי,,ונשתה] וגשתי,lemma~num,1
EXO,17,3,1,ויאמרו,ו,,ויאמרו] ו,lemma~num,1
EXO,17,3,2,מקני,מקנה,,מקני] מקנה,lemma~num,1
EXO,17,6,1,בחורב,בחוריב,,בחורב] בחוריב,lemma~num,1
EXO,17,6,2,ישראל,בגי,,ישראל] בגי,lemma+num,1
EXO,17,7,1,ומריבה,י,,ומריבה] י,lemma~num,1
EXO,17,8,1,ברפדים,ברפידים,,ברפדים] ברפידים,lemma~num,1
EXO,17,10,1,עלו,תמכו,,עלו] תמכו,lemma+num,1
EXO,17,10,2,בעמלק,בעמליק,,בעמלק] בעמליק,lemma+num,1
EXO,17,11,1,וגבר,כווגביר,,וגבר] כווגביר,lemma~num,1
EXO,17,12,1,וישמו,וישימו,,וישמו] וישימו,lemma~num,1
EXO,17,12,2,ויקחו,ו,,ויקחו] ו,lemma~num,1
EXO,17,14,1,עמלק,עמליק,,עמלק] עמליק,lemma~num,1
EXO,17,14,2,זכר,זכיר,,זכר] זכיר,lemma+num,1
EXO,17,16,1,מדר,מדור,,מדר] מדור,lemma~num,1
EXO,17,16,2,בעמלק,בעמליק,,בעמלק] בעמליק,lemma~num,1
EXO,17,16,3,ודר,ודור,,ודר] ודור,lemma~num,1
EXO,18,2,1,שלחיה,שלוחיה,,שלחיה] שלוחיה,lemma~num,1
EXO,18,6,1,למשה,משה,,למשה] משה,lemma+num,1
EXO,18,6,2,הנה,אנה,,הנה] אנה,lemma~num,1
EXO,18,7,1,ויבאהו,ויביאהו,,ויבאהו] ויביאהו,lemma~num,1
EXO,18,9,1,הצילו,י,,הצילו] י,lemma~num,1
EXO,18,9,2,ויחד,ויעד,,ויחד] ויעד,lemma~num,1
EXO,18,10,1,מיד,ומיד,,מיד] ומיד,lemma~num,1
EXO,18,11,1,כי,וכי,,כי] וכי,lemma~num,1
EXO,18,14,1,נצב,נציב,,נצב] נציב,lemma~num,1
EXO,18,15,1,יבא,יבוא,,יבא] יבוא,lemma~num,1
EXO,18,16,1,תורתיו,תורותיו,,תורתיו] תורותיו,lemma~num,1
EXO,18,16,2,באו,ו,,באו] ו,lemma~num,1
EXO,18,21,1,אמת,חמת,,אמת] חמת,lemma~num,1
EXO,18,21,2,יראי,יראה,,יראי] יראה,lemma~num,1
EXO,18,22,1,והיה,את,,והיה] את,lemma~num,1
EXO,18,22,2,יביאון,ו,,יביאון] ו,lemma~num,1
EXO,18,23,1,עמד,עמוד,,עמד] עמוד,lemma~num,1
EXO,18,24,1,הרבה,הרבא,,הרבה] הרבא,lemma~num,1
EXO,18,24,2,לא,לאוכל,,לא] לאוכל,lemma~num,1
EXO,18,25,1,לא,אל,,לא] אל,lemma~num,1
EXO,18,25,2,גרו,גירו,,גרו] גירו,lemma~num,1
EXO,18,25,3,איכה,ה,,איכה] ה,lemma~num,1
EXO,18,25,4,אבתיכם,אבותיכם,,אבתיכם] אבותיכם,lemma~num,1
EXO,18,25,5,שפטיהם,שופטיהם,,שפטיהם] שופטיהם,lemma~num,1
EXO,19,2,1,מרפדים,מרפידים,,מרפדים] מרפידים,lemma+num,1
EXO,19,3,1,אל,לבנ,,אל] לבנ,lemma~num,1
EXO,19,4,1,את,כל,,את] כל,lemma~num,1
EXO,19,4,2,ואביא,והביא,,ואביא] והביא,lemma~num,1
EXO,19,5,1,סגלה,סגולה,,סגלה] סגולה,lemma~num,1
EXO,19,6,1,אלה,אלה,,אלה] אלה,lemma+num,1
EXO,19,9,1,לעולם,ו,,לעולם] ו,lemma~num,1
EXO,19,9,2,בעבי,בעבה,,בעבי] בעבה,lemma~num,1
EXO,19,10,1,נכנים,נכונים,,נכנים] נכונים,lemma~num,1
EXO,19,10,2,שמלתם,שמלותם,,שמלתם] שמלותם,lemma~num,1
EXO,20,1,1,את,ואת,,את] ואת,lemma~num,1
EXO,20,4,1,ממעל,מ,,ממעל] מ,lemma~num,1
EXO,20,5,1,תשתחוה,תשתחוי,,תשתחוה] תשתחוי,lemma~num,1
EXO,20,5,2,תעבדם,תעבדום,,תעבדם] תעבדום,lemma+num,1
EXO,20,5,3,רבעים,רביעים,,רבעים] רביעים,lemma~num,1
EXO,20,5,4,שלישים,י,,שלישים] י,lemma~num,1
EXO,20,7,1,ינקה,ינקא,,ינקה] ינקא,lemma~num,1
EXO,20,9,1,מלאכתך,א,,מלאכתך] א,lemma~num,1
EXO,20,10,1,ליהוה,ליה,,ליהוה] ליה,lemma~num,1
EXO,20,11,1,על,ועל,,על] ועל,lemma~num,1
EXO,20,11,2,בם,בהם,,בם] בהם,lemma~num,1
EXO,20,12,1,תנאף,תנחף,,תנאף] תנחף,lemma~num,1
EXO,20,12,2,ואת,ו,,ואת] ו,lemma~num,1
EXO,20,12,3,יארכון,יאריכון,,יארכון] יאריכון,lemma~num,1
EXO,20,12,4,אמך,עמך,,אמך] עמך,lemma+num,1
EXO,20,14,1,וחמרו,וחמורו,,וחמרו] וחמורו,lemma,1
EXO,20,16,1,שמה,ה,,שמה] ה,lemma,1
EXO,20,16,2,בא,בה,,בא] בה,lemma~num,1
EXO,20,17,1,לא,ולא,,לא] ולא,lemma+num,1
EXO,20,17,2,בהר,בהרגריזים,,בהר] בהרגריזים,lemma~num,1
EXO,20,18,1,הלפדים,הלפידים,,הלפדים] הלפידים,lemma~num,1
EXO,20,18,2,מורא,מורה,,מורא] מורה,lemma+num,1
EXO,20,18,3,הישב,היושב,,הישב] היושב,lemma~num,1
EXO,20,18,4,וינעו,וינחו,,וינעו] וינחו,lemma~num,1
EXO,20,19,1,קרב,בקרב,,קרב] בקרב,lemma~num,1
EXO,20,19,2,ויחי,ותי,,ויחי] ותי,lemma~num,1
EXO,20,19,3,כל,ידבר,,כל] ידבר,lemma~num,1
EXO,20,19,4,כבדו,כבודו,,כבדו] כבודו,lemma~num,1
EXO,20,19,5,יספים,יוספים,,יספים] יוספים,lemma~num,1
EXO,20,20,1,על,לפניכם,,על] לפניכם,lemma~num,1
EXO,20,20,2,אל,אס,,אל] אס,lemma~num,1
EXO,20,21,1,לעלם,לעולם,,לעלם] לעולם,lemma~num,1
EXO,20,21,2,הטיבו,היטיבו,,הטיבו] היטיבו,lemma~num,1
EXO,20,21,3,אקים,הקים,,אקים] הקים,lemma~num,1
EXO,20,22,1,צויתיו,י,,צויתיו] י,lemma~num,1
EXO,20,22,2,פה,שיס,,פה] שיס,lemma~num,1
EXO,20,22,3,בזידון,י,,בזידון] י,lemma~num,1
EXO,20,22,4,איך,י,,איך] י,lemma~num,1
EXO,20,24,1,שמה,,,שמה] ,lemma~num,1
EXO,20,24,2,במקום,ובמקום,,במקום] ובמקום,lemma~num,1
EXO,20,24,3,עלתיך,עלותיך,,עלתיך] עלותיך,lemma~num,1
EXO,20,26,1,ערותך,ערבתך,,ערותך] ערבתך,lemma~num,1
EXO,20,26,2,במעלת,במעלות,,במעלת] במעלות,lemma~num,1
EXO,21,2,1,לחפשי,לחפשה,,לחפשי] לחפשה,lemma+num,1
EXO,21,2,2,ובשבעית,ובשביעית,,ובשבעית] ובשביעית,lemma~num,1
EXO,21,3,1,בגפיו,ובגפיו,,בגפיו] ובגפיו,lemma~num,1
EXO,21,4,1,וילדיה,י,,וילדיה] י,lemma~num,1
EXO,21,4,2,או,ובנות,,או] ובנות,lemma~num,1
EXO,21,6,1,במרצע,במרצח,,במרצע] במרצח,lemma~num,1
EXO,21,6,2,ורצע,ורצח,,ורצע] ורצח,lemma~num,1
EXO,21,6,3,את,ואת,,את] ואת,lemma+num,1
EXO,21,6,4,לעלם,לעולם,,לעלם] לעולם,lemma~num,1
EXO,21,8,1,העדה,העידה,,העדה] העידה,lemma~num,1
EXO,21,8,2,והפדה,ואפדה,,והפדה] ואפדה,lemma~num,1
EXO,21,28,1,או,וכל,,או] וכל,lemma~num,1
EXO,21,28,2,את,גם,,את] גם,lemma~num,1
EXO,21,30,1,כפר,כופר,,כפר] כופר,lemma~num,1
EXO,21,33,1,יכרה,יכרי,,יכרה] יכרי,lemma~num,1
EXO,21,33,2,חמור,המור,,חמור] המור,lemma-ambig,1
EXO,21,35,1,וחצו,והחצו,,וחצו] והחצו,lemma~num,1
EXO,21,35,2,או,וכל,,או] וכל,lemma+num,1
EXO,21,35,3,או,וכי,,או] וכי,lemma+num,1
EXO,21,35,4,יחצון,יחיצון,,יחצון] יחיצון,lemma~num,1
EXO,21,37,1,או,ובן,,או] ובן,lemma~num,1
EXO,21,37,2,או,ומכרו,,או] ומכרו,lemma~num,1
EXO,21,37,3,וארבע,וארבעה,,וארבע] וארבעה,lemma~num,1
EXO,22,1,1,במחתרת,במעתרת,,במחתרת] במעתרת,lemma~num,1
EXO,22,3,1,הגנבה,הגניבה,,הגנבה] הגניבה,lemma~num,1
EXO,22,3,2,המצא,אמצא,,המצא] אמצא,lemma~num,1
EXO,22,4,1,ואם,ו,,ואם] ו,lemma~num,1
EXO,22,4,2,יבער,יבעיר,,יבער] יבעיר,lemma~num,1
EXO,22,4,3,ומיטב,ומייטב,,ומיטב] ומייטב,lemma~num,1
EXO,22,4,4,מיטב,מייטב,,מיטב] מייטב,lemma~num,1
EXO,22,5,1,ומצאה,ה,,ומצאה] ה,lemma~num,1
EXO,22,5,2,הקמה,ה,,הקמה] ה,lemma~num,1
EXO,22,5,3,הבערה,הבעירה,,הבערה] הבעירה,lemma~num,1
EXO,22,5,4,המבער,המבעיר,,המבער] המבעיר,lemma+num,1
EXO,22,6,1,ונגנב,וגגנבו,,ונגנב] וגגנבו,lemma~num,1
EXO,22,7,1,אל,לרעהו,,אל] לרעהו,lemma+num,1
EXO,22,7,2,במלאכת,א,,במלאכת] א,lemma~num,1
EXO,22,7,3,ימצא,מז,,ימצא] מז,lemma+num,1
EXO,22,8,1,ירשיענו,י,,ירשיענו] י,lemma~num,1
EXO,22,8,2,אשר,ואשר,,אשר] ואשר,lemma~num,1
EXO,22,10,1,במלאכת,א,,במלאכת] א,lemma~num,1
EXO,22,13,1,או,ומת,,או] ומת,lemma~num,1
EXO,22,14,1,שכיר,י,,שכיר] י,lemma~num,1
EXO,22,16,1,הבתולת,הבתלות,,הבתולת] הבתלות,lemma+num,1
EXO,22,23,1,יתמים,יתומים,,יתמים] יתומים,lemma~num,1
