book,chapter,verse,sort_pos,lemma,variant,marks,reading,anchor,needs_review
DEU,1,1,1,וחצרות,וחצירות,,וחצרות] וחצירות,lemma~num,1
DEU,1,2,1,קדש,קדיש,,קדש] קדיש,lemma~num,1
DEU,1,3,1,בעשתי,בעשתה,,בעשתי] בעשתה,lemma~num,1
DEU,1,4,1,הכתו,הכותו,,הכתו] הכותו,lemma~num,1
DEU,1,4,2,סיחון,סחיון,,סיחון] סחיון,lemma+num,1
DEU,1,5,1,באר,באיר,,באר] באיר,lemma-ambig,1
DEU,1,5,2,הואל,הואיל,,הואל] הואיל,lemma+num,1
DEU,1,7,1,ובחוף,ובעוף,,ובחוף] ובעוף,lemma~num,1
DEU,1,10,1,אחר,חד,,אחר] חד,lemma~num,1
DEU,1,11,1,מחורב,מחוריב,,מחורב] מחוריב,lemma~num,1
DEU,1,11,2,באדרעי,באדריע,,באדרעי] באדריע,lemma~num,1
DEU,1,11,3,שכניו,שביגיו,,שכניו] שביגיו,lemma~num,1
DEU,1,11,4,אבותיכם,עדו,,אבותיכם] עדו,lemma~num,1
DEU,1,11,5,באו,ובאו,,באו] ובאו,lemma+num,1
DEU,1,12,1,אבתיכם,אבותיכם,,אבתיכם] אבותיכם,lemma~num,1
DEU,1,13,1,וריבכם,אק,,וריבכם] אק,lemma~num,1
DEU,1,13,2,איכה,ה,,איכה] ה,lemma~num,1
DEU,1,19,1,ונבא,ונבוא,,ונבא] ונבוא,lemma~num,1
DEU,1,21,1,אבתיך,אבותיך,,אבתיך] אבותיך,lemma~num,1
DEU,1,22,1,נשלחה,ה,,נשלחה] ה,lemma~num,1
DEU,1,25,1,ויאמרו,,,ויאמרו] ,lemma~num,1
DEU,1,25,2,וישבו,וישיבו,,וישבו] וישיבו,lemma~num,1
DEU,1,25,3,ויורדו,ויורידו,,ויורדו] ויורידו,lemma~num,1
DEU,1,27,1,הוציאנו,הוצאינו,,הוציאנו] הוצאינו,lemma~num,1
DEU,1,28,1,ובצרות,ובצירות,,ובצרות] ובצירות,lemma~num,1
DEU,1,31,1,ובמדבר,במדבר,,ובמדבר] במדבר,lemma~num,1
DEU,1,32,1,ובדבר,והכדבר,,ובדבר] והכדבר,lemma~num,1
DEU,1,33,1,לחנ,להחנותכם,,לחנ] להחנותכם,lemma~num,1
DEU,1,33,2,לתור,אעו,,לתור] אעו,lemma~num,1
DEU,1,33,3,להראתכם,להראותכם,,להראתכם] להראותכם,lemma~num,1
DEU,1,35,1,לאבתיכם,לאבותיכם,,לאבתיכם] לאבותיכם,lemma~num,1
DEU,1,35,2,הרע,הרעה,,הרע] הרעה,lemma~num,1
DEU,2,6,1,תשברו,תשבירו,,תשברו] תשבירו,lemma+num,1
DEU,2,7,1,ואשלחה,ה,,ואשלחה] ה,lemma~num,1
DEU,2,8,1,נסור,אסור,,נסור] אסור,lemma~num,1
DEU,2,8,2,ומעציון,י,,ומעציון] י,lemma~num,1
DEU,2,8,3,מאילת,מאלית,,מאילת] מאלית,lemma~num,1
DEU,2,8,4,הישבים,היושבים,,הישבים] היושבים,lemma~num,1
DEU,2,10,1,האמים,האימים,,האמים] האימים,lemma~num,1
DEU,2,11,1,אימים,הישבים,,אימים] הישבים,lemma~num,1
DEU,2,12,1,וישמדם,האמים,,וישמדם] האמים,lemma~num,1
DEU,2,12,2,יירשם,יירשום,,יירשם] יירשום,lemma~num,1
DEU,2,12,3,וישבו,וישבת,,וישבו] וישבת,lemma~num,1
DEU,2,12,4,ויירשם,ויירשום,,ויירשם] ויירשום,lemma~num,1
DEU,2,15,1,להמם,להם,,להמם] להם,lemma~num,1
DEU,2,19,1,תצרם,תצורם,,תצרם] תצורם,lemma~num,1
DEU,2,21,1,וישמדם,,,וישמדם] ,lemma~num,1
DEU,2,22,1,הישבים,להמם,,הישבים] להמם,lemma~num,1
DEU,2,22,2,ויירשם,ויירשום,,ויירשם] ויירשום,lemma~num,1
DEU,2,22,3,הישבים,היושבים,,הישבים] היושבים,lemma~num,1
DEU,2,22,4,תחתם,תחתיהם,,תחתם] תחתיהם,lemma~num,1
DEU,2,23,1,והעוים,והחוים,,והעוים] והחוים,lemma~num,1
DEU,2,23,2,היצאים,היוצאים,,היצאים] היוצאים,lemma~num,1
DEU,2,24,1,סעו,וק,,סעו] וק,lemma~num,1
DEU,2,24,2,והתגר,והתיגר,,והתגר] והתיגר,lemma~num,1
DEU,2,26,1,קדמות,קדומת,,קדמות] קדומת,lemma~num,1
DEU,2,29,1,והמואבים,א,,והמואבים] א,lemma~num,1
DEU,2,29,2,הישבים,היושבים,,הישבים] היושבים,lemma~num,1
DEU,2,30,1,ואמץ,וחמץ,,ואמץ] וחמץ,lemma~num,1
DEU,2,31,1,ראה,ראי,,ראה] ראי,lemma~num,1
DEU,2,32,1,יהצה,יחצה,,יהצה] יחצה,lemma~num,1
DEU,2,33,1,עמו,היה,,עמו] היה,lemma~num,1
DEU,2,34,1,ונחרמה,ונחרימה,,ונחרמה] ונחרימה,lemma~num,1
DEU,2,34,2,הנשים,האנשים,,הנשים] האנשים,lemma~num,1
DEU,3,3,1,השאיר,השיאר,,השאיר] השיאר,lemma~num,1
DEU,3,4,1,ממלכת,ממלכות,,ממלכת] ממלכות,lemma~num,1
DEU,3,5,1,בצרות,בחצרות,,בצרות] בחצרות,lemma~num,1
DEU,3,5,2,ערים,הערים,,ערים] הערים,lemma~num,1
DEU,3,5,3,ובריח,וברחי,,ובריח] וברחי,lemma~num,1
DEU,3,5,4,גבהה,גבחה,,גבהה] גבחה,lemma~num,1
DEU,3,6,1,החרים,ממלכת,,החרים] ממלכת,lemma~num,1
DEU,3,8,1,ועד,ו,,ועד] ו,lemma~num,1
DEU,3,9,1,לחרמון,לערמון,,לחרמון] לערמון,lemma~num,1
DEU,3,11,1,וארבע,וארבעה,,וארבע] וארבעה,lemma~num,1
DEU,3,13,1,ארץ,הארץ,,ארץ] הארץ,lemma~num,1
DEU,3,13,2,ממלכת,ממלכות,,ממלכת] ממלכות,lemma~num,1
DEU,3,14,1,הגשורי,הגישורי,,הגשורי] הגישורי,lemma~num,1
DEU,3,16,1,ולראובני,ולראבוני,,ולראובני] ולראבוני,lemma+num,1
DEU,3,16,2,יבק,היבק,,יבק] היבק,lemma~num,1
DEU,3,17,1,אשדת,אשרות,,אשדת] אשרות,lemma~num,1
DEU,3,23,1,ואתחנן,ואתחננה,,ואתחנן] ואתחננה,lemma+num,1
DEU,3,24,1,וכגבורתך,דכגבורתיך,,וכגבורתך] דכגבורתיך,lemma~num,1
DEU,3,26,1,תוסף,תוסיף,,תוסף] תוסיף,lemma~num,1
DEU,3,28,1,וצוי,וצוה,,וצוי] וצוה,lemma~num,1
DEU,3,28,2,ואמצהו,ואמיצהו,,ואמצהו] ואמיצהו,lemma~num,1
DEU,3,28,3,וחוקהו,וחזיקהו,,וחוקהו] וחזיקהו,lemma~num,1
DEU,3,28,4,יהושע,בן,,יהושע] בן,lemma~num,1
DEU,4,1,1,אבתיכם,אבותיכם,,אבתיכם] אבותיכם,lemma~num,1
DEU,4,2,1,תוספו,תוסיפו,,תוספו] תוסיפו,lemma~num,1
DEU,4,4,1,הדבקים,,,הדבקים] ,lemma+num,1
DEU,4,6,1,חכם,ץז,,חכם] ץז,lemma~num,1
DEU,4,6,2,חכמתכם,כ,,חכמתכם] כ,lemma~num,1
DEU,4,8,1,צדקים,צדיקים,,צדקים] צדיקים,lemma~num,1
DEU,4,9,1,הדברים,האלה,,הדברים] האלה,lemma~num,1
DEU,4,11,1,וההר,ה,,וההר] ה,lemma~num,1
DEU,4,13,1,לחות,לוחת,,לחות] לוחת,lemma+num,1
DEU,4,15,1,לנפשתיכם,וההר,,לנפשתיכם] וההר,lemma~num,1
DEU,4,15,2,בחורב,בחוריב,,בחורב] בחוריב,lemma~num,1
DEU,4,16,1,או,ונקבה,,או] ונקבה,lemma~num,1
DEU,4,18,1,דגה,דגי,,דגה] דגי,lemma~num,1
DEU,4,19,1,והשתחוית,י,,והשתחוית] י,lemma+num,1
DEU,4,20,1,ויוצא,ויוציא,,ויוצא] ויוציא,lemma~num,1
DEU,4,22,1,עבר,עברי,,עבר] עברי,lemma~num,1
DEU,4,36,1,הראך,אראך,,הראך] אראך,lemma~num,1
DEU,4,36,2,השמעך,השמיעך,,השמעך] השמיעך,lemma~num,1
DEU,4,37,1,אבתיך,,,אבתיך] ,lemma+num,1
DEU,4,37,2,ויוצאך,ויוציאך,,ויוצאך] ויוציאך,lemma~num,1
DEU,4,38,1,ועצמים,ועצומים,,ועצמים] ועצומים,lemma~num,1
DEU,4,38,2,להביאך,ולהביאך,,להביאך] ולהביאך,lemma~num,1
DEU,4,39,1,והשבת,והשבות,,והשבת] והשבות,lemma~num,1
DEU,4,40,1,נתן,נתגך,,נתן] נתגך,lemma~num,1
DEU,4,41,1,יבדיל,י,,יבדיל] י,lemma~num,1
DEU,4,41,2,מזרחה,ה,,מזרחה] ה,lemma~num,1
DEU,4,42,1,וחי,ויחי,,וחי] ויחי,lemma~num,1
DEU,4,42,2,שמה,ה,,שמה] ה,lemma~num,1
DEU,4,43,1,בצר,בוצר,,בצר] בוצר,lemma~num,1
DEU,4,43,2,למנשי,למגשה,,למנשי] למגשה,lemma~num,1
DEU,4,43,3,רמות,רימות,,רמות] רימות,lemma~num,1
DEU,4,45,1,והמשפטים,י,,והמשפטים] י,lemma~num,1
DEU,4,46,1,בגיא,בגניאה,,בגיא] בגניאה,lemma+num,1
DEU,4,47,1,מזרח,מזרחה,,מזרח] מזרחה,lemma~num,1
DEU,4,47,2,ויירשו,י,,ויירשו] י,lemma~num,1
DEU,4,48,1,חרמון,ערמון,,חרמון] ערמון,lemma~num,1
DEU,4,48,2,הוא,ה,,הוא] ה,lemma~num,1
DEU,4,49,1,אשדת,אשדות,,אשדת] אשדות,lemma~num,1
DEU,5,8,1,ממעל,מ,,ממעל] מ,lemma~num,1
DEU,5,9,1,קנא,טיספאוום,,קנא] טיספאוום,lemma~num,1
DEU,5,9,2,שלישים,י,,שלישים] י,lemma~num,1
DEU,5,9,3,על,ועל,,על] ועל,lemma+num,1
DEU,5,14,1,וחמרך,וחמורך,,וחמרך] וחמורך,lemma~num,1
DEU,5,15,1,ויוצאך,ויוציאך,,ויוצאך] ויוציאך,lemma~num,1
DEU,5,16,1,יארכון,יאריכון,,יארכון] יאריכון,lemma~num,1
DEU,5,20,1,וחמרו,וחמורו,,וחמרו] וחמורו,lemma~num,1
DEU,5,20,2,ולא,ו,,ולא] ו,lemma~num,1
DEU,5,20,3,שוא,שקר,,שוא] שקר,lemma~num,1
DEU,5,21,1,בהר,בהרגריזים,,בהר] בהרגריזים,lemma~num,1
DEU,5,21,2,תקימו,ו,,תקימו] ו,lemma~num,1
DEU,5,21,3,הישב,היושב,,הישב] היושב,lemma~num,1
DEU,5,21,4,כל,כלכם,,כל] כלכם,lemma~num,1
DEU,5,21,5,שמה,ה,,שמה] ה,lemma~num,1
DEU,5,22,1,מורא,מורה,,מורא] מורה,lemma~num,1
DEU,5,23,1,וההר,ה,,וההר] ה,lemma~num,1
DEU,5,23,2,ותקרבון,האש,,ותקרבון] האש,lemma~num,1
DEU,5,24,1,הזה,ה,,הזה] ה,lemma~num,1
DEU,5,24,2,ואת,ו,,ואת] ו,lemma~num,1
DEU,5,24,3,ויחי,וחי,,ויחי] וחי,lemma~num,1
DEU,7,1,1,סא,תשברון,,סא] תשברון,lemma~num,1
DEU,7,1,2,גת,אלהיך,,גת] אלהיך,lemma~num,1
DEU,7,10,1,פניו,להאבידו,,פניו] להאבידו,lemma~num,1
DEU,7,12,1,ושמרתם,ם,,ושמרתם] ם,lemma~num,1
DEU,7,13,1,והרבך,וארבך,,והרבך] וארבך,lemma~num,1
DEU,7,13,2,לאבתיך,לאבותיך,,לאבתיך] לאבותיך,lemma+num,1
DEU,7,13,3,ועשתרות,ועשתארות,,ועשתרות] ועשתארות,lemma~num,1
DEU,7,15,1,והסיר,ויסר,,והסיר] ויסר,lemma~num,1
DEU,7,17,1,להורישם,י,,להורישם] י,lemma~num,1
DEU,7,19,1,והמפתים,והמופתים,,והמפתים] והמופתים,lemma~num,1
DEU,7,19,2,האתות,האותות,,האתות] האותות,lemma~num,1
DEU,7,25,1,פסלי,פסילי,,פסלי] פסילי,lemma~num,1
DEU,7,26,1,תועבה,תבועה,,תועבה] תבועה,lemma~num,1
DEU,7,26,2,תביא,א,,תביא] א,lemma~num,1
DEU,8,1,1,לאבתיכם,לאבותיכם,,לאבתיכם] לאבותיכם,lemma~num,1
DEU,8,2,1,הוליכך,י,,הוליכך] י,lemma~num,1
DEU,8,3,1,ויאכלך,ויאכילך,,ויאכלך] ויאכילך,lemma~num,1
DEU,8,3,2,הודיעך,ע,,הודיעך] ע,lemma~num,1
DEU,8,3,3,אבתיך,אבותיך,,אבתיך] אבותיך,lemma~num,1
DEU,8,4,1,בצקה,בזקה,,בצקה] בזקה,lemma~num,1
DEU,8,5,1,ייסר,יסיר,,ייסר] יסיר,lemma~num,1
DEU,8,7,1,יצאים,,,יצאים] ,lemma~num,1
DEU,8,7,2,תהומת,תהומות,,תהומת] תהומות,lemma~num,1
DEU,8,7,3,בבקעה,ע,,בבקעה] ע,lemma+num,1
DEU,8,11,1,וחקתיו,וחקותיו,,וחקתיו] וחקותיו,lemma~num,1
DEU,8,14,1,המוציאך,המוצאיך,,המוציאך] המוצאיך,lemma~num,1
DEU,8,15,1,מים,אק,,מים] אק,lemma~num,1
DEU,8,15,2,המוצא,המוציא,,המוצא] המוציא,lemma~num,1
DEU,8,16,1,להיטבך,להטיבך,,להיטבך] להטיבך,lemma~num,1
DEU,8,16,2,אבתיך,אבותיך,,אבתיך] אבותיך,lemma~num,1
DEU,8,16,3,ידעו,ידעון,,ידעו] ידעון,lemma~num,1
DEU,8,16,4,ולמען,ו,,ולמען] ו,lemma~num,1
DEU,8,17,1,ועצם,ועצום,,ועצם] ועצום,lemma~num,1
DEU,8,18,1,ליצחק,וליצחק,,ליצחק] וליצחק,lemma~num,1
DEU,8,18,2,לאבתיך,לאבותיך,,לאבתיך] לאבותיך,lemma~num,1
DEU,8,18,3,כח,כווז,,כח] כווז,lemma~num,1
DEU,8,19,1,העדתי,לכם,,העדתי] לכם,lemma~num,1
DEU,8,19,2,והלכת,ואלכת,,והלכת] ואלכת,lemma+num,1
DEU,8,20,1,מאבד,ווספאויסתייפסת,,מאבד] ווספאויסתייפסת,lemma~num,1
DEU,9,1,1,נדלות,גדולות,,נדלות] גדולות,lemma~num,1
DEU,9,1,2,ועצמים,ועצומים,,ועצמים] ועצומים,lemma~num,1
DEU,9,3,1,והוא,ו,,והוא] ו,lemma~num,1
DEU,9,3,2,ישמדם,ישמידם,,ישמדם] ישמידם,lemma~num,1
DEU,9,4,1,מורשם,מורישם,,מורשם] מורישם,lemma~num,1
DEU,9,5,1,בצדקתך,מורשם,,בצדקתך] מורשם,lemma~num,1
DEU,9,5,2,לאבתיך,לאבותיך,,לאבתיך] לאבותיך,lemma~num,1
DEU,9,5,3,ולמען,ו,,ולמען] ו,lemma~num,1
DEU,9,7,1,הקצפת,י,,הקצפת] י,lemma~num,1
DEU,9,18,1,קשי,קשה,,קשי] קשה,lemma~num,1
DEU,9,19,1,והחמה,והאמה,,והחמה] והאמה,lemma~num,1
DEU,9,20,1,התאנף,התנאף,,התאנף] התנאף,lemma+num,1
DEU,9,20,2,ואתפללה,ה,,ואתפללה] ה,lemma~num,1
DEU,9,21,1,הייטב,ההיטב,,הייטב] ההיטב,lemma~num,1
DEU,9,21,2,ואכתה,והכתה,,ואכתה] והכתה,lemma~num,1
DEU,9,21,3,לקחתי,י,,לקחתי] י,lemma~num,1
DEU,9,21,4,הירד,היורר,,הירד] היורר,lemma~num,1
DEU,9,22,1,מקצפים,ואתפללה,,מקצפים] ואתפללה,lemma~num,1
DEU,9,22,2,את,עם,,את] עם,lemma+num,1
DEU,9,23,1,האמנתם,ה,,האמנתם] ה,lemma~num,1
DEU,9,23,2,ולא,ואל,,ולא] ואל,lemma~num,1
DEU,9,28,1,להמתם,להמיתם,,להמתם] להמיתם,lemma~num,1
DEU,9,28,2,הארץ,ה,,הארץ] ה,lemma~num,1
DEU,9,28,3,אתם,אתגו,,אתם] אתגו,lemma~num,1
DEU,9,29,1,בכחך,בכוחך,,בכחך] בכוחך,lemma~num,1
DEU,10,1,1,לוחת,לוחות,,לוחת] לוחות,lemma+num,1
DEU,10,2,1,הלוחת,הלוחות,,הלוחת] הלוחות,lemma~num,1
DEU,10,3,1,הלוחת,הלוחות,,הלוחת] הלוחות,lemma+num,1
DEU,10,4,1,אליכם,עמכם,,אליכם] עמכם,lemma~num,1
DEU,10,5,1,הלוחת,סון,,הלוחת] סון,lemma~num,1
DEU,10,5,2,הלוחת,סאן,,הלוחת] סאן,lemma~num,1
DEU,10,5,3,הלוחת,הלוחות,,הלוחת] הלוחות,lemma~num,1
DEU,10,5,4,ואשימה,ה,,ואשימה] ה,lemma~num,1
DEU,10,5,5,ממסרות,ממסירות,,ממסרות] ממסירות,lemma~num,1
DEU,10,5,6,ישראל,ישראיל,,ישראל] ישראיל,lemma~num,1
DEU,10,6,1,ביטבתה,ביטיבתה,,ביטבתה] ביטיבתה,lemma~num,1
DEU,10,6,2,בעציון,בעיציון,,בעציון] בעיציון,lemma~num,1
DEU,10,6,3,נחלי,נחליה,,נחלי] נחליה,lemma~num,1
DEU,10,8,1,בשמו,ו,,בשמו] ו,lemma~num,1
DEU,10,8,2,לעמד,ולעמד,,לעמד] ולעמד,lemma~num,1
DEU,10,9,1,אלהיך,אלהיכם,,אלהיך] אלהיכם,lemma~num,1
DEU,10,10,1,השחיתך,אשחיתך,,השחיתך] אשחיתך,lemma~num,1
DEU,10,11,1,לאבתם,לאבותם,,לאבתם] לאבותם,lemma+num,1
DEU,10,12,1,ולאהבה,ה,,ולאהבה] ה,lemma~num,1
DEU,10,15,1,באבתיך,באבותיך,,באבתיך] באבותיך,lemma~num,1
DEU,10,17,1,אלהיכם,חקתיו,,אלהיכם] חקתיו,lemma~num,1
DEU,10,17,2,והגבור,והגיבור,,והגבור] והגיבור,lemma+num,1
DEU,10,18,1,ושמלה,ושמלאה,,ושמלה] ושמלאה,lemma~num,1
DEU,10,19,1,הגר,הניר,,הגר] הניר,lemma~num,1
DEU,10,22,1,אבתיך,אבותיך,,אבתיך] אבותיך,lemma~num,1
DEU,11,1,1,ומשפטיו,אקי,,ומשפטיו] אקי,lemma~num,1
DEU,11,1,2,חקתיו,חקותיו,,חקתיו] חקותיו,lemma~num,1
DEU,11,3,1,אתתיו,פסת,,אתתיו] פסת,lemma+num,1
DEU,11,4,1,מי,מים,,מי] מים,lemma+num,1
DEU,11,4,2,אחריכם,אחריהם,,אחריכם] אחריהם,lemma~num,1
DEU,11,4,3,על,לפניהם,,על] לפניהם,lemma~num,1
DEU,11,9,1,לאבתיכם,לאבותיכם,,לאבתיכם] לאבותיכם,lemma~num,1
DEU,11,9,2,ולמען,ו,,ולמען] ו,lemma+num,1
DEU,11,29,1,הר,הרגריזים,,הר] הרגריזים,lemma,1
DEU,11,30,1,הישב,היושב,,הישב] היושב,lemma~num,1
DEU,12,1,1,תשמרו,תשמרון,,תשמרו] תשמרון,lemma+num,1
DEU,12,1,2,אבתיך,אבותיך,,אבתיך] אבותיך,lemma+num,1
DEU,12,2,1,המקומת,המקומות,,המקומת] המקומות,lemma~num,1
DEU,12,2,2,ההרים,החרים,,ההרים] החרים,lemma~num,1
DEU,12,2,3,ירשים,יורשים,,ירשים] יורשים,lemma~num,1
DEU,12,2,4,הגבעות,הגבהות,,הגבעות] הגבהות,lemma~num,1
DEU,12,3,1,מזבחתיהם,מזבחותיהם,,מזבחתיהם] מזבחותיהם,lemma~num,1
DEU,12,3,2,ונתצתם,ונטצתם,,ונתצתם] ונטצתם,lemma~num,1
DEU,12,3,3,ופסלי,ופסילי,,ופסלי] ופסילי,lemma+num,1
DEU,12,5,1,לשכנו,לשכינו,,לשכנו] לשכינו,lemma~num,1
DEU,12,5,2,יהוה,אלהיך,,יהוה] אלהיך,lemma+num,1
DEU,12,6,1,שמה,ה,,שמה] ה,lemma+num,1
DEU,12,6,2,ובכרת,ובכורת,,ובכרת] ובכורת,lemma~num,1
DEU,12,6,3,עלתיכם,עלותיכם,,עלתיכם] עלותיכם,lemma~num,1
DEU,12,11,1,עלתיכם,עלותיכם,,עלתיכם] עלותיכם,lemma~num,1
DEU,12,13,1,עלתיך,עלותיך,,עלתיך] עלותיך,lemma~num,1
DEU,12,17,1,ובכורת,,,ובכורת] ,lemma,1
DEU,12,17,2,תירשך,תירושך,,תירשך] תירושך,lemma~num,1
DEU,12,17,3,דגנך,רגניך,,דגנך] רגניך,lemma~num,1
DEU,12,17,4,ותרומת,ותרומות,,ותרומת] ותרומות,lemma~num,1
DEU,12,18,1,בכל,כל,,בכל] כל,lemma~num,1
DEU,12,23,1,הוא,הדם,,הוא] הדם,lemma~num,1
DEU,12,27,1,עלתיך,שעריך,,עלתיך] שעריך,lemma~num,1
DEU,13,8,1,הרחקים,הרחוקים,,הרחקים] הרחוקים,lemma~num,1
DEU,13,9,1,תחום,ו,,תחום] ו,lemma~num,1
DEU,13,11,1,להדיחך,להדחיך,,להדיחך] להדחיך,lemma~num,1
DEU,13,12,1,יוספו,יוסיפו,,יוספו] יוסיפו,lemma~num,1
DEU,13,12,2,ישראל,העם,,ישראל] העם,lemma~num,1
DEU,13,12,3,ולא,ו,,ולא] ו,lemma~num,1
DEU,13,14,1,בליעל,בלעיל,,בליעל] בלעיל,lemma~num,1
DEU,13,16,1,ישבי,יושבי,,ישבי] יושבי,lemma~num,1
DEU,13,17,1,ליהוה,יהוה,,ליהוה] יהוה,lemma~num,1
DEU,13,18,1,לאבתיך,טוספאזת,,לאבתיך] טוספאזת,lemma+num,1
DEU,14,1,1,תתגדרו,ת,,תתגדרו] ת,lemma~num,1
DEU,14,2,1,סגלה,סגולה,,סגלה] סגולה,lemma~num,1
DEU,14,3,1,כל,וכל,,כל] וכל,lemma~num,1
DEU,14,4,1,הבהמה,הבימה,,הבהמה] הבימה,lemma~num,1
DEU,14,5,1,תאי,ותאי,,תאי] ותאי,lemma~num,1
DEU,14,5,2,אקו,ואקו,,אקו] ואקו,lemma~num,1
DEU,14,6,1,מעלת,מעלות,,מעלת] מעלות,lemma~num,1
DEU,14,6,2,ושסעת,ושעסת,,ושסעת] ושעסת,lemma+num,1
DEU,14,7,1,ממעלי,ממעלה,,ממעלי] ממעלה,lemma~num,1
DEU,14,7,2,מעלי,מעלה,,מעלי] מעלה,lemma~num,1
DEU,14,7,3,וממפרסי,וממפריסי,,וממפרסי] וממפריסי,lemma~num,1
DEU,14,7,4,הפריסו,י,,הפריסו] י,lemma~num,1
DEU,14,8,1,שסע,שסה,,שסע] שסה,lemma~num,1
DEU,14,13,1,הדאה,הדעה,,הדאה] הדעה,lemma+num,1
DEU,14,13,2,האיה,העיה,,האיה] העיה,lemma~num,1
DEU,14,15,1,התחמס,התחמוס,,התחמס] התחמוס,lemma~num,1
DEU,14,15,2,השחף,השאף,,השחף] השאף,lemma~num,1
DEU,14,16,1,הינשף,היגשוף,,הינשף] היגשוף,lemma~num,1
DEU,14,17,1,הקאת,הקחת,,הקאת] הקחת,lemma~num,1
DEU,14,18,1,הדגפת,הדגיפת,,הדגפת] הדגיפת,lemma,1
DEU,14,18,2,והאנפה,ו,,והאנפה] ו,lemma~num,1
DEU,14,18,3,העטלף,העטליף,,העטלף] העטליף,lemma~num,1
DEU,14,19,1,וכל,ו,,וכל] ו,lemma~num,1
DEU,14,23,1,ובכורת,,,ובכורת] ,lemma,1
DEU,14,23,2,תירשך,תירושך,,תירשך] תירושך,lemma~num,1
DEU,14,23,3,דגנך,דגניך,,דגנך] דגניך,lemma~num,1
DEU,14,25,1,בכסף,הכסף,,בכסף] הכסף,lemma~num,1
DEU,14,28,1,תוצא,תוציא,,תוצא] תוציא,lemma~num,1
DEU,15,2,1,ברעהו,רעהו,,ברעהו] רעהו,lemma~num,1
DEU,15,3,1,תשמט,תשמיט,,תשמט] תשמיט,lemma~num,1
DEU,15,3,2,תגש,תגיש,,תגש] תגיש,lemma+num,1
DEU,15,6,1,תעבט,תעביט,,תעבט] תעביט,lemma~num,1
DEU,15,7,1,נתן,מאחיך,,נתן] מאחיך,lemma~num,1
DEU,15,7,2,האביון,ו,,האביון] ו,lemma+num,1
DEU,15,8,1,העבט,העביט,,העבט] העביט,lemma~num,1
DEU,15,9,1,בליעל,בלעיל,,בליעל] בלעיל,lemma+num,1
DEU,15,9,2,השבע,השבעה,,השבע] השבעה,lemma+num,1
DEU,15,12,1,השבעית,השביעית,,השבעית] השביעית,lemma~num,1
DEU,15,13,1,חפשי,פס,,חפשי] פס,lemma~num,1
DEU,15,13,2,ריקם,רקים,,ריקם] רקים,lemma~num,1
DEU,15,13,3,חפשי,חפשה,,חפשי] חפשה,lemma+num,1
DEU,15,15,1,ויפדך,והפדך,,ויפדך] והפדך,lemma~num,1
DEU,15,16,1,לא,וכי,,לא] וכי,lemma~num,1
DEU,15,18,1,חפשי,חפשה,,חפשי] חפשה,lemma~num,1
DEU,16,6,1,צאתך,ציאתך,,צאתך] ציאתך,lemma~num,1
DEU,16,9,1,בקמה,בקאמה,,בקמה] בקאמה,lemma~num,1
DEU,16,9,2,מהחלך,ה,,מהחלך] ה,lemma+num,1
DEU,16,18,1,שפטים,שופטים,,שפטים] שופטים,lemma~num,1
DEU,16,18,2,ושטרים,ושוטרים,,ושטרים] ושוטרים,lemma~num,1
DEU,16,19,1,צדקים,צדיקים,,צדקים] צדיקים,lemma~num,1
DEU,16,22,1,מצבה,מציבה,,מצבה] מציבה,lemma~num,1
DEU,16,22,2,תקים,תיקים,,תקים] תיקים,lemma~num,1
DEU,17,1,1,תועבת,תעבות,,תועבת] תעבות,lemma~num,1
DEU,17,2,1,יעשה,יעשו,,יעשה] יעשו,lemma~num,1
DEU,17,6,1,או,ואל,,או] ואל,lemma~num,1
DEU,17,8,1,דברי,י,,דברי] י,lemma~num,1
DEU,17,9,1,השפט,השופט,,השפט] השופט,lemma~num,1
DEU,17,10,1,ההוא,ההיא,,ההוא] ההיא,lemma~num,1
DEU,17,12,1,מישראל,מקרבך,,מישראל] מקרבך,lemma~num,1
DEU,17,13,1,ישמעו,כשמעו,,ישמעו] כשמעו,lemma~num,1
DEU,18,6,1,אקי,מכשף,,אקי] מכשף,lemma~num,1
DEU,18,7,1,יהוה,א,,יהוה] א,lemma~num,1
DEU,18,8,1,יאכלון,יאכל,,יאכלון] יאכל,lemma+num,1
DEU,18,9,1,כתועבת,כתועבות,,כתועבת] כתועבות,lemma+num,1
DEU,18,10,1,מכשף,ומכשף,,מכשף] ומכשף,lemma~num,1
DEU,18,10,2,מעביר,אקי,,מעביר] אקי,lemma~num,1
DEU,18,11,1,המתים,המיתים,,המתים] המיתים,lemma~num,1
DEU,18,12,1,התועבת,מעביר,,התועבת] מעביר,lemma~num,1
DEU,18,12,2,תועבת,תועבות,,תועבת] תועבות,lemma~num,1
DEU,18,12,3,מורשם,מורישם,,מורשם] מורישם,lemma~num,1
DEU,18,14,1,ירשים,יורשים,,ירשים] יורשים,lemma~num,1
DEU,18,15,1,אליו,ואליו,,אליו] ואליו,lemma~num,1
DEU,18,16,1,אשו,ו,,אשו] ו,lemma~num,1
DEU,18,16,2,אוסף,אוסיף,,אוסף] אוסיף,lemma~num,1
DEU,18,17,1,יהוה,אלהיך,,יהוה] אלהיך,lemma~num,1
DEU,18,17,2,הטיבו,היטיבו,,הטיבו] היטיבו,lemma~num,1
DEU,18,22,1,בזדון,אא,,בזדון] אא,lemma~num,1
